ID,Name
"LUMEN","Lichtstrom Quelle"
"LOACUS_MAX","Gesamtlänge C [inch] (Max)"
"PLO-SON","Energieverlust für SON"
"POWER","Lampenleistung EM 25°C,nominal"
"PLO-TL","Energieverlust für TL"
"BEAMANGLE","Ausstrahlungswinkel der Lichtquelle"
"GEAR2","Betriebsgerät 2"
"MAGNET","Magnet"
"FRMCLR","Rahmenfarbe"
"OPFREQ_MIN","Betriebsfrequenz (min.)"
"OPFREQ_NOM","Betriebsfrequenz (Nom)"
"OPFREQ_MAX","Betriebsfrequenz (max.)"
"RECFUSE","Empfohlener Sicherungswert"
"PLO-SOX","Energieverlust für SOX"
"RFI55015","EMV 9 kHz … 30 MHz"
"DIAMETER","Durchmesser"
"DRIVERINCL","Betriebsgerät inklusive"
"SECSHCIRCU","Sekundärer Kurzschlussstrom"
"LUMDESIGUS","Mittlerer Lichtstrom"
"THD","Gesamte harmonische Verzerrung"
"CONTYPEINP","Typ Anschlussklemme Eingang"
"PSY-TL5HT","Systemleistung für TL5 HT"
"FHEIC2","Befestig.-lochabst. Höhe C2"
"BRLENGTH","Auslegerlänge"
"CISPR15","EMV 9 kHz … 300 MHz"
"LAMCURMAXL","Lampenstrom EL 35°C"
"PSY-TL5HE","Systemleistung für TL5 HE"
"PSY-TL5HO","Systemleistung für TL5 HO"
"LSF20000P","LSF Warm 20kh Nenn-, 3h"
"TIMEREIGM_MIN","Wiederzündzeit (minimal, in Minuten)"
"TIMEREIGM_NOM","Wiederzündzeit (Nom, in Minuten)"
"TIMEREIGM_MAX","Wiederzündzeit (maximal, in Minuten)"
"PET_MIN","PET (Niosh) (min.)"
"PET_NOM","PET (Niosh) (Nom)"
"PRIMFUS","Primäres Sicherungssystem"
"UVBARATE","UV-A/UV-B (IEC)"
"CLS","IEC-Schutzart"
"CLR","Farbe"
"JCODE","J-Code"
"IGNTEMRAT","Zündgeräte-Temperaturbewertung"
"PLA-TL5ECO","Lampenleistung für TL5 ECO"
"RLIFETIMEH","Lebensdauer 50%Ausfallr. @120V"
"REGION","Regionale Version"
"CMP","Kompensation"
"RLIFETIMEY","Nennlebensdauer [Jahre]"
"PLBRMT","Mastanbringungs-Halter"
"CABLLENGTH","Anschlusskabellänge"
"LAMPPOWER","Lampenleistung"
"EFCACYFCT","Leuchtstärkenfaktor"
"CTRLWIRLEN","Länge Kontrollleitung"
"GEOMETRY","Geometrie"
"EMERGACC","Zubehör Sicherheitsbeleuchtung"
"STRIK1KA","Stromimpulse mit 1 kA (CM/DM)"
"TOTHEIGHT","Gesamte Höhe"
"MAXLMPWR","Maximale Lampenleistung"
"FILTER","Filter und Linsen"
"DIMF1","Dimension F1"
"NOMSURGCUR","Überspannungs-Eingangsstrom"
"RFI55022","EMV 30 MHz … 1000 MHz"
"NRIGNPULSE","Anzahl der Zündungsstöße"
"PHC","Fotozelle"
"TAMBIENTG_MAX","Umgebungstemperatur (Vorschaltgerät) (max.)"
"ACCRAL","RAL-Farbe Zubehör"
"CVRSHAPE","Form optische Abdeckung/Linse"
"PLSHAPE","Mastform"
"LUMPOS","Leuchtenposition"
"CRINDEX4H_NOM","Farbwiedergabeindex nach 4h (Nom)"
"CRINDEX20H_NOM","Farbwiedergabeindex nach 20h (Nom)"
"STEP.MARM.NTGEW.PCE","Nettogewicht (Einzelteil)"
"SRVCCLS","Servicefreundlichkeitsklasse"
"STEP.MARA.ZZFAMCOD","Leuchtentyp"
"C-Tick","C-Tick"
"ARCGAP","Lichtbogenstrecke"
"PITLENGHT","Wirklänge"
"LSIZE","L-Größe"
"LIFEL90B50","Nutzlebensdauer L90B50"
"MNSVOLTPAC","Leistung mit Netzspannung (AC)"
"FOOTNOTEI3","Fußnote Glühlampen 3"
"STEP.MARM.UMREZ.CAS","Anzahl pro Umverpackung"
"BRCLR","Auslegerfarbe"
"STEP.MARM.EAN11.CAS","EAN Umverpackung"
"STEP.MARA.MATNR","Material-Nr. (12NC)"
"POWMAXLUM","Lp.Leistung EL 35°C Sockel ob."
"LMAIN4000_NOM","Restlichtstrom 4000 Std. (Nom)"
"LMAIN4000_MAX","Restlichtstrom 4000 Std. (max.)"
"LMAIN4000_MIN","Restlichtstrom 4000 Std. (min.)"
"ANSICODEHID","ANSI-Code HID"
"SOLMEFD25_MIN","Lichtausbeute (SO) (min.)"
"STEP.MARM.UMREZ.PCE","Anzahl pro Verpackung"
"LSF6000","SSF 6000h Nenn-, 3h Zyklus"
"LIFE90SURVTC","MTBF (10% Ausfall @ Tcaselife)"
"FOOTNOTEF1","Fußnoten fluoreszierend/CFL 1"
"IGNTYPE","Zündgerätetyp"
"SOLMEFD25_NOM","Lichtausbeute (SO) (Nom)"
"FOOTNOTEF2","Fußnoten fluoreszierend/CFL 2"
"DIMMPEROP","Dimmperiode Option"
"LSF16000P","LSF Warm 16kh Nenn-, 3h"
"LIFE20FAIL_MIN","Lebensdauer bis 20 % Ausfall (min.)"
"LIFE20FAIL_NOM","Lebensdauer bis 20 % Ausfall (Nom)"
"LIFE20FAIL_MAX","Lebensdauer bis 20 % Ausfall (max.)"
"OVVOLTPR250","Überspannungsschutz 350Vac"
"LIFEL80B10","Nutzlebensdauer L80B10"
"OUTPWIRDIA_MAX2","Ausgangs-Leiterquerschnitt (max.) 2"
"OUTPWIRDIA_MIN2","Ausgangs-Leiterquerschnitt (min.) 2"
"COLTEMPTECH","Farbtemp.techn.,Sockel horiz."
"FIXCLR","Farbe der Befestigung"
"remark_text","Hinweis"
"CLO","Konstante Lichtabstrahlung"
"LLMF8000","LLMF 8k h Nenn-,Sockel ho."
"MEAS_TOBE_GEN","Abmessungsdateien werden generiert"
"CANDELA","Achsenintensität in Candela"
"LUMA","Mittlere Leuchtdichte EM"
"LSF8000P","LSF Warm 8kh Nenn-, 3h"
"RECDIMH","Einbauhöhe"
"RECDIML","Einbaulänge"
"COMCODEAP","Handelsgesetzbuch"
"RECDIMW","Einbaubreite"
"CUTLENGTH","Länge Deckenausschnitt"
"FIXLENGTH3","Befestigungspunkt längsseitig3"
"CUTWIDTH","Breite Deckenausschnitt"
"XUCDM.COPY.LP_CSI_EOP_FULL_EOC","Gesamt-Produktcode"
"XUCDM.COPY.Product.Title","Bestell-Produktname"
"CURRENT","Abgeschätzter Strom"
"REFLHEIGHT","Reflektor Höhe"
"SUSPHEIGHT","Lichtpunkthöhe"
"FIXLENGTH5","Befestigungspunkt längsseitig5"
"FIXLENGTH4","Befestigungspunkt längsseitig4"
"FIXLENSUS2","Bef.punkt längss. Aufhängung 2"
"THDIEC_NOM","Gesamte Harmonische Verzerrung IEC (Nom)"
"HOUSCLR","Gehäusefarbe"
"FIXLENSUS3","Bef.punkt längss. Aufhängung 3"
"THDIEC_MAX","Gesamte Harmonische Oberwellen IEC (max.)"
"OPTDIAM","Optischer Durchmesser"
"TORQUE","Drehmoment"
"LI10NPR","Lebensd.10%Ausfallr. Kalt EL3h"
"HOUSLENEND","Gehäuselänge Endleuchte"
"HOUSWIDTH","Gehäusebreite"
"HOUSLENMID","Gehäuselänge Mittelleuchte"
"NOMLENUS","Nominelle Länge (Zoll)"
"CALC_HEIGHT_WIDTH_DEPTH","Abmessungen (Höhe x Breite x Tiefe)"
"LAMPEFFY","Lampeneffizienz"
"LPHLENGTH","Länge Lampenfassungsgehäuse"
"HOUS","Gehäuse"
"NCS","NCS Farbe"
"HEATDIS","Wärmeableitung"
"CAP","Kondensator"
"LVOLT_MIN","Spannung (min.)"
"12VOUTPUT","12V-Ausgang"
"HOUSCONF2","Gehäusekonfiguration 2"
"BRCOAT","Auslegerbeschichtung"
"MATERIAL","Material"
"SMART","Intelligente Produkte"
"CRI60","Farbwiedergabe @ ±60 % Leistung"
"RATEDPOWER_MIN","Nennleistung (min.)"
"MAINAPPL","Hauptanwendungsgebiet"
"TRW","Durchgangsverdrahtung"
"ENVEEL","Energieeffizienz-Label (EEL)"
"LCLL_MAX","Lichtschwerpunkt (LCL) [inch] (Max)"
"ANSICODEHAL","ANSI-Code Halogen"
"CAPREQ","Anforderungen Kondensator"
"MNSVOLMIN_MIN","Minimale Netzspannung Betrieb (min.)"
"ANPINDIAM","Anodenbolzendurchmesser"
"PSY-PLTC","Systemleistung für PL-T/C"
"IECCAT","IEC-Kategorie"
"PLO-CPOCDM","Energieverlust für CPO-CDM"
"ILLUM","Beleuchtungsstärke"
"BATTISOLAT","Batterieisolationsstufe"
"CCY60","Chrom. Koord. Y @ ±60 % Leistung"
"FRDLGHTOUT","Lichtabstrahlung nach vorne"
"CBLCAPWIRE_NOM","Kabelkapazität Ausgangskabel Sekundärseite (Nom)"
"CBLCAPWIRE_MAX","Kabelkapazität Ausgangskabel Sekundärseite (max.)"
"LVOLT_MAX","Spannung (max.)"
"RECYCL","Produkt-Wiederverwertbarkeit"
"PWRFCT100_MAX","Power Factor 100% Load (Max)"
"THDEUR220_MAX","Gesamte Harmonische Verzerrung bei 220 V (max.)"
"OPTWIDTH","Optische Breite"
"LMAIN15000","Restlichtstrom EM 15000h"
"HOUSGEOTYPE","Gehäuse-Geotyp"
"LUMFLUXT50","Lichtstrom-Neuwert bei 50°C"
"OPTGEOTYPE","Geotyp der Optik-Einheit"
"OPTLENGTH","Optische Länge"
"RATEDPOWER_NOM","Nennleistung (Nom)"
"XUCDM.COPY.LP_CSI_EOC8","Bestellcode"
"TIME70LF","Lebensdauer bis 70 % Restlichtstrom"
"RATEDPOWER_MAX","Nennleistung (max.)"
"OPTHEIGHT","Optische Höhe"
"LVOLT_NOM","Spannung (Nom)"
"PLO-TL-DE","Energieverlust für PL-D ECO"
"LCLL_NOM","Lichtschwerpunkt (LCL) [inch] (Nom)"
"XUCDM.COPY.EAN","EAN/UPC - Produkt"
"CTRLWIRDIA_NOM","Querschnitt Steuerungsleitung (nom)"
"TCASNOM","Nennwert T-Gehäuse"
"CTRLWIRDIA_MAX","Querschnitt Steuerungsleitung (max)"
"WCSINPTERM","Leitungsquerschnitt primär"
"ENGCSTYRUS","geschätzte Energiekosten/Jahr"
"LUMFLUX","Lichtstrom-Neuwert"
"NTCCORTEMP","Temperatur entsprechend NTC"
"AUXLMP","Hilfslichtquelle"
"CTRLWIRDIA_MIN","Querschnitt Steuerungsleitung (min)"
"SECFUS","Sekundäres Sicherungssystem"
"HUMCOND","Luftfeuchtigkeitsstandard"
"MAXCASTMP","Maximale Gehäusetemperatur (im Störfall)"
"DIAMD_MIN","Durchmesser D [inch] (Min)"
"LAMCUR_MAX","Lampenstrom (max.)"
"TYPDESCR","Typbeschreibung"
"PWRFACTWIC","Leistungsfaktor mit Kompensation"
"CVR","Typ optische Abdeckung/Linse"
"BEAMANGT","gemessener Ausstrahlungswinkel"
"LAMCUREL","Lampenstrom EL"
"STRIK5KA","Stromimpulse mit 5 kA (CM/DM)"
"LCTYPNMBR","Typnummer Lichtsteuerungen"
"CCX60","Chrom. Koord. X @ ±60 % Leistung"
"INSHORTCI","Eingangsstrom (Kurzschluss)"
"PSY-TL","Systemleistung für TL"
"CE-MARK","CE-Zeichen"
"INPWIRSTRP2","Leitungslänge primär 2"
"LAMCUR_MIN","Lampenstrom (min.)"
"GENVR","HF Generat. gemessene Spannung"
"PLA-PL-TC","Lampenleistung für PL-T/C"
"ENEC-MARK","ENEC-Zeichen"
"LLMF16000","LLMF 16k h Nenn-,Sockel ho."
"OUTWIRSTRP2","Ausgangs-Leitungslänge 2"
"LIFE5FAIL_MAX","Lebensdauer bis 5 % Ausfall (max.)"
"CLRFRM","Farbiger Rahmen"
"ARMHEIGHT","Ausleger Höhe"
"CHROMA","Initialer Farbraum"
"CRESTFCTOR_NOM","Scheitelfaktor (nom.)"
"CRESTFCTOR_MAX","Spitzenwert (max.)"
"LIFE5FAIL_MIN","Lebensdauer bis 5 % Ausfall (min.)"
"RIPPCURR_NOM","Restwelligkeit (nom.)"
"RIPPCURR_MAX","Restwelligkeit Ausgangsstrom (max.)"
"LIFE5FAIL_NOM","Lebensdauer bis 5 % Ausfall (Nom)"
"CAPTEMRAT","Nenntemperatur Kondensator"
"TESTVIBRA","Vibrationsstandard"
"LAMCUR_NOM","Lampenstrom (Nom)"
"PEFFUV","Spezifische Eff. Strahlungsleistung"
"CUTDIAM","Durchmesser Deckenausschnitt"
"HOUSINGGR","Gehäuse"
"TESTBUMP","Erschütterungsstandard"
"MAXONMCBB_NOM","Anzahl Produkte für MCB (16 A Typ B) (Nom)"
"THDEUR127_MAX","Gesamte Harmonische Verzerrung bei 127 V (max.)"
"WUT60PCLO_NOM","Aufwärmzeit bis 60 % Licht (Nom)"
"WUT60PCLO_MAX","Aufwärmzeit bis 60 % Licht (max.)"
"MAXONMCBC_MAX","Anzahl Leuchten pro Sicherung C16A (max.)"
"WUT60PCLO_MIN","Aufwärmzeit bis 60 % Licht (min.)"
"POWERFD50_MIN","Leistungsfaktor, 50 % Last (min.)"
"PRT-TL","Lampen-Nennleistung für TL"
"PWRFCTR_MIN","Leistungsfaktor (min.)"
"PSYCDMECPO","Systemleistung für CDMe/CPO"
"FEATURE","Eigenschaften"
"GLASSATT","Gläser"
"MAXBALLTA","Max. Abstand Vorschaltgerät-Lampe für Tandem-Verdrahtung"
"LMAIN2000_MIN","Restlichtstrom 2000 Std. (min.)"
"MAXBALLTH","Max. Abstand Vorschaltgerät-Lampe für Reihen-Verdrahtung"
"FIXANGLE","Neigungswinkel"
"PWRFCTR_MAX","Leistungsfaktor (max.)"
"INRUSHCURR","Einschaltstrom"
"MAXONMCBC_NOM","Anzahl Produkte für MCB (16 A Typ C) (Nom)"
"PRLEVLNEAR_MAX","Schutzlevel (CM) bei 5 kA (max)"
"THDEURMIN","Gesamte Harmonische Verzerrung EUR bei minimalem Dimmlevel"
"NUNITA","Anzahl der Einheiten A"
"FLAM-MARK","Entflammbarkeitszeichen"
"THDEURFULL","Gesamte Harmonische Verzerrung EUR unter Volllast"
"NUNITB","Anzahl der Einheiten B"
"INCURWID50","Einschaltstromzeit bis 50 % Spitze"
"SYSPOWER","Systemleistung"
"PICLUMHRUS","Pikogramm pro lm/h"
"PPF","Photosynthetischer Photonenstrom (PPF)"
"THRDHD","Dritte Harmonische Oberwelle"
"TIMEPRHEAT","Vorwärmzeit"
"INRUSHTIME","Einschaltzeit"
"OVLOADPROT","Überstromschutz"
"CONTRWIRGA","Querschnitt Steuerungsleitung"
"ULINSCLASS","UL-Isolationsklasse"
"MAXBALLRE","Max. Abstand Vorschaltgerät-Lampe bei Fern-Verdrahtung"
"MAXONMCBB_MIN","Anzahl Produkte für MCB (16 A Typ B) (min.)"
"RELHUMSTR","Relative Luftfeuchtigkeit (Lagerung)"
"SPAVAIL","Ersatzteile verfügbar"
"ERY320UP","Erythewirks.Strahlung <gt/>320nm"
"PWRFACTWOC_MIN","Leistungsfaktor ohne PF-Ausgleich (min.)"
"EFF320DO","UV Effective Power <lt/>320nm"
"EFF320UP","UV Effective Power <gt/>320nm"
"PWRFACTWOC_NOM","Leistungsfaktor ohne Kompensation (nom.)"
"PWRFACTWOC_MAX","Leistungsfaktor ohne PF-Ausgleich (max.)"
"WIDF_MIN","Breite F (Min)"
"WIDF_NOM","Breite F (Nom)"
"WIDF_MAX","Breite F (Max)"
"LSF12000","LSF 12kh Nenn-, 12h Zyklus"
"LUMENFLUX_MAX","Lichtstrom (max.)"
"IGNCATNUMB","Katalognummer Zündgerät"
"PHOTONFLUX","Photonenfluss"
"OPTEFF","Effizienz Optik"
"PLOCCDMCPO","Verlustleistung für CDMe/CPO"
"LOR","Lichtstromrate"
"LAMCSPAN","Lampenstrom"
"LIFEHR3US","Lebensdauer 3 Std. Start (Std.)"
"OVVOLTPR400","Überspannungsschutz 400 Vac"
"LINEVHIDHP","Eingangsspannung (Multi-Tab)"
"LMAIN2000_MAX","Restlichtstrom 2000 Std. (max.)"
"LMAIN2000_NOM","Restlichtstrom 2000 Std. (Nom)"
"TYPEVERSGR","Typ Version"
"MAXONMCBB_MAX","Anzahl Produkte für MCB (16 A Typ B) (max.)"
"BRFIXDIAM","Bracket to luminaire diameter"
"DEFLMPSELE","Voreingestellter Lampentyp"
"LSF4000","LSF 4000h Nenn-, 12h Zyklus"
"LARCO_MIN","Bogenlänge O (Min)"
"TIME50LF","Lebensdauer bis 50 % Restlichtstrom"
"LARCO_NOM","Bogenlänge O (Nom)"
"PWRFCTR_NOM","Leistungsfaktor (Nom)"
"LARCO_MAX","Bogenlänge O (Max)"
"ENVHGCONT_NOM","Quecksilbergehalt (Nom)"
"ENVHGCONT_MAX","Quecksilbergehalt (max.)"
"TMPSURF_MAX","Wärmewiderstand @ Wärmeschnittst.-Oberfl. (Max)"
"HEIC_NOM","Höhe C (Nom)"
"BULBFIN","Kolbenausführung"
"HEIC_MAX","Höhe C (Max)"
"LIFESERV","Lifecycle-Dienstleistungen"
"CSA-MARK","CSA-Zeichen"
"FILDEPTHD1","Drahttiefe D1"
"WIDB3","Breite B3"
"PREINTCONT","Voreingestellte integrierte Steuerungen"
"PRT-TL-DE","Lampen-Nennleistung für TL-D ECO"
"SPIGOTS","Mastanschluß"
"ENERCONS","Energieverbrauch kWh/1.000 Std."
"VIS_TOBE_GEN","Grafiken werden generiert"
"OPTACC","Optik-Zubehörtyp"
"ANSICODE","ANSI-Code"
"EMI","EMV-Standard"
"SUSPACC","Abhängezubehör"
"PROTDIM","Vorsprungmass"
"LUMCAT","Lumen-Kategorie"
"LIFESYST50","Lebensdauer System 50%Ausfallr"
"BCKUPFUSE","Erforderliche Backupsicherung"
"LLMF24000","LLMF 24k h Nenn-,Sockel ho."
"WIRELENGCO","Leitungslänge nach Farbe"
"TSTORAGE_MIN","Lagertemperatur (min)"
"TSTORAGE_MAX","Lagertemperatur (max)"
"FAILL70B50","Plötzlicher Ausfallwert für L70B50"
"RALSTD","Standard-RAL-Farbe"
"LRPERC","Lichtregulierungsanteil"
"SRTCIRC","Kurzschlussschutz"
"COLOUTTERM","Farbe der Ausgangsklemmen"
"BTTVGUAROPE","Batteriespannung garantierter Betrieb"
"CONN","Anschluss"
"PLA-TL","Lampenleistung für TL"
"GEARBRD","Getriebemarke"
"LMAIN12000_MAX","Restlichtstrom 12000 Std. (max.)"
"MAXCBLLEN","Kabellänge von Gerät zu Lampe"
"LUMENFLUX_NOM","Lichtstrom (Nom)"
"STRAINSMP","Kleine Parabel"
"CAPDIAOVDI","Kondensator-Durchmesser/Ovale Abmessungen"
"MDCOUTS_MAX","Quellstrom (DALI) (max.)"
"ULR","Nach oben gerichtete Lichtstromrate"
"MENTPOW_MAX","Maximale Wärmeleistung des Antriebs (max.)"
"LMAIN12000_NOM","Restlichtstrom 12000 Std. (Nom)"
"WIDB1","Breite B1"
"LUMENFLUX_MIN","Lichtstrom (min.)"
"WIDB4","Breite B4"
"LMAIN12000_MIN","Restlichtstrom 12000 Std. (min.)"
"HOUSFIN","Gehäuseveredelung"
"RTLMPQTYGR","Lampenanzahl"
"SYSPOWRAT","Systemnennleistung EM 25°C"
"LREFA_MIN","Referenzlänge A (Min)"
"LIFEL70B50","Nutzlebensdauer L70B50"
"LREFA_NOM","Referenzlänge A (Nom)"
"LREFA_MAX","Referenzlänge A (Max)"
"INDFAMCOD","Industrieller Familiencode"
"LMAIN1000_MIN","Restlichtstrom 1000 Std. (min.)"
"LAMPCONN","Lampenanschluss"
"PWRFCT100_MIN","Leistungsfaktor, 100 % Last (min.)"
"RBEAMANGLE","Nenn-Abstrahlungswinkel"
"PWRFCT100_NOM","Leistungsfaktor, 100 % Last (Nom)"
"LSF24000","LSF 24kh Nenn-, 12h, S.ho."
"PLA-CPO","Lampenleistung für CPO"
"SAFETYDEV","Sicherheitsvorrichtung"
"LMAIN1000_NOM","Restlichtstrom 1000 Std. (Nom)"
"PLA-TL5HO","Lampenleistung für TL5 HO"
"ILIFE","I-Lebensdauer"
"FAILL80B50","Plötzlicher Ausfallwert für L80B50"
"WIRDIAM","Zulässiger Kabeldurchmesser"
"AIRH","Abluftführung"
"PROFLMPSERT","Programmierbare Lampeneinstellungen"
"PSY-TL5C","Systemleistung für TL5C"
"LIFE33FAIL","Lebensdauer 33% Ausfallrate"
"PLA-TL5HE","Lampenleistung für TL5 HE"
"FDIAMD1","Befestigungslochdurchmesser D1"
"IMAX","I-max."
"SYSTEM","Systembeschreibung"
"FDIAMD2","Befestigungslochdurchmesser D2"
"PLO-PL-TC","Energieverlust für PL-T/C"
"SURFACE85","Oberfläche 85"
"PRT-TL5ECO","Lampen-Nennleistung für TL5 ECO"
"LAMPW120US","Lampen-Nennleistung @ 120 V"
"LMAIN50000_MIN","Restlichtstrom 50000 Std. (min.)"
"HUMNOISE","Brumm- und Geräuschpegel"
"FIXLENGTH2","Befestigungspunkt längsseitig2"
"GLWRTEST","Glühfadentest"
"MEASUREMENTEFFICIENCY","Messeffizienz"
"BATTCHCURR_NOM","Batterieladestrom (Nom)"
"BATTCHCURR_MAX","Batterieladestrom (max.)"
"LAMPFLUXTOTAL","Gesamtlichtstrom Lampe"
"BEAMANGLMP_MAX","Abstrahlungswinkel (max.)"
"LIHR12ISUS","Lebensdauer 12 Std. Sofortstart (Std.)"
"DFC_NOM","Schadensfaktor D/fc (Nom)"
"CORRECTIONFACTOR","Reflexionsfaktor"
"DFC_MAX","Schadensfaktor D/fc (max.)"
"IGNMETHOD","Zündmethode"
"LAMCRU_NOM","Anlauf-Lampenstrom (Nom)"
"LIFE95SURVTC","Lebensdauer 90%"
"LAMCRU_MAX","Anlauf-Lampenstrom (max.)"
"WCSCTRTERM","Steuerungs-Eingangsnennquerschnitt"
"THDUSA","Gesamte Harmonische Oberwellen USA"
"SURFACE76","Oberfläche 76"
"CONTYPE","Anschlusstyp"
"PINDSR","Pin-Abstand R"
"EL","Notfallbeleuchtung"
"INCURSTART","Eingangsstrom (zu Beginn)"
"FIXDIAM","Fixation diameter"
"CRINDEX_MAX","Farbwiedergabeindex (max.)"
"WIRETYP","Kabeltyp"
"MDEV","Montagevorrichtung"
"TSAFETY_MIN","T-Sicherheit (min.)"
"PLA-TL5HT","Lampenleistung für TL5 HT"
"OPCONAR","Optischer Kontaktbereich"
"FC","Filterspule"
"FS","Elektrische Sicherung"
"DLL","Dekoratives Streulicht"
"TSAFETY_MAX","T-Sicherheit (max.)"
"GNFL-MARK","Green Flagship-Zeichen"
"CW","Gegengewicht"
"PRCIGN","Empfohlenes Zündgerät"
"MAXSINKCUR_MAX","Stromsenke (max)"
"SYSCONF","Systemkonfiguration"
"CRINDEX_MIN","Farbwiedergabeindex (min.)"
"BALFCT_MAX","Ballast Factor (Max)"
"OUTWIRSTRP","Leitungslänge sekundär"
"BALFCT_MIN","Vorschaltgerätefaktor (min.)"
"FIXBOLT","Montagebolzen"
"BASEMOD","Basismodell"
"LIHR3PSUS","Lebensdauer 3 Std. Programmstart (Std.)"
"OPCIRVAC","Leerlaufspannung (AC)"
"BALFCT_NOM","Ballast Factor (Nom)"
"INPWIRSTRP","Leitungslänge  primär"
"UL-MARK","UL-Zeichen"
"LUMFL2700K","Lichtstrom-Neuwert"
"LUMEN120US","Lichtstrom Lampe @ 120 V"
"TOTLITSUR","Gesamte beleuchtete Fläche"
"PPFMAIN10K","PPF-Wartung 10000 Std."
"MASTSLAVE","Master/Slave (zweilampig)"
"INTTILT","Interne Neigung"
"CRINDEX_NOM","Farbwiedergabeindex (Nom.)"
"STNDENVMNT","Umweltnorm"
"PRTCDMECPO","Lampen-Nennleistung für CDMe/CPO"
"OUTPVOLT","Ausgangsspannung"
"LUMENFLUXS","Lichtstromeinstellung(en)"
"LUMENFLX90","Lichtrom im 90° Winkel"
"LUMFLUXSRAT","Lichtstromeinstellung(en) (nom.)"
"CBLCAPEART_MAX","Leitungskapazität Cold Wire zu Erde (Nom)"
"RATEDPOWS","Leistungseinstellung(en)"
"BLACKOUTRF","Ausfallwiderstandsfunktion"
"PLA-CDM","Lampenleistung für CDM"
"HOUSMAT","Gehäusematerial"
"CERTULREC","UL gelistet"
"KC","Sicherheitsstecker"
"PLA-CDO","Lampenleistung für CDO"
"CBLCAPEART_NOM","Kabelkapazität Ausgangskabel zu Erde (Nom)"
"SO-CTTD25_MIN","Farbtemperatur (SO) (min.)"
"IPCLASS","Schutzart (IP)"
"PSY-TL-D","Energieverlust für TL-D"
"BRANGLE","Bracket tilt angle"
"LEDTECHS","Technische Typeneinstellung(en)"
"AVEAMTEMP","Durchschnittliche Umgebungstemperatur"
"LENA_NOM","Länge A (Nom)"
"LENA_MAX","Länge A (Max)"
"TCASELIFE_MAX","T-Gehäuse-Lebensdauer (max.)"
"LUMFL4000K","Lichtstrom-Neuwert"
"STBPWRCONS_MAX","Energieverbrauch im Standby-Modus (max.)"
"PPFMAIN12K","PPF-Wartung 12000 Std."
"STNDEMERBU","Notfallstandard"
"CORTEMPS","Farbtemperatureinstellung(en)"
"LM100KT25","Lichtstromstabilität während der Nutzlebensdauer von 100.000 Stunden, bei 25 °C"
"EMI150KHZ","EMV 150 kHz … 1 GHz"
"TCASELIFE_NOM","Gehäusetemperatur (Nom)"
"COLCON0H","Initiale Farbkonsistenz"
"INTERFACE","Steuerungsschnittstelle"
"ELECACC","Elektrisches Zubehör"
"LUMCLASS","Leuchten-Schutzart (IP)"
"SO-CTTD25_NOM","Farbtemperatur (SO) (Nom)"
"SO-CTTD25_MAX","Farbtemperatur (SO) (max.)"
"CBLCAPEARC_NOM","Leitungskapazität Cold Wire zu Erde (Nom)"
"CBLCAPEARC_MAX","Leitungskapazität Cold Wire zu Erde (max)"
"LC","Lichtregelung"
"LR","Lichtregelung"
"VOLTINPDC","Eingangsspannung (DC)"
"CBLCAPEARH_NOM","Leitungskapazität Hot Wire zu Erde (Nom)"
"CBLCAPEARH_MAX","Kabelkapazität heißer Ausgang zu Erde (max.)"
"TIGNITION_MAX","Zündtemperatur (max)"
"TIGNITION_MIN","T-Zündung (min.)"
"FIXLENGTH","Befestigungspunkt längsseitig2"
"DOWNLTYP","Deckenstrahler"
"ENMET","Energiemessung"
"LSF20000","LSF 20kh Nenn-, 12h Zyklus"
"CORMOD","Korridormodus"
"SPRATIO","scotoptic/photopic Lumen"
"LI50NPR","Lebensd.50%Ausfallr. Kalt EL3h"
"LSF2000","SSF 2000h Nenn-, 3h Zyklus"
"CONSVT","Konstantspannung (CV)"
"LUMENNODE","Modullichtstrom pro Knoten"
"LMNCNODE","Leuchtdichte (pro Knoten)"
"OUTHEI","Höhe"
"LITLEN","Beleuchtete Länge"
"INPCURDC","Eingangsstrom (DC)"
"INOM","I-nominal"
"LMAIN8000_MIN","Restlichtstrom 8000 Std. (min.)"
"INPCURAC","Eingangsstrom (AC)"
"LSF2000P","LSF Warm 2kh Nenn-, 3h"
"BATTVBURN","Batteriespannung Lampenbetrieb"
"CONSCR","Konstantstrom (CC)"
"LMAIN8000_NOM","Restlichtstrom 8000 Std. (Nom)"
"LMAIN8000_MAX","Restlichtstrom 8000 Std. (max.)"
"OUTWID","Breite"
"LMEFFMAXRAT_MAX","Nennlichtausbeute (@ max. Lumen) (max.)"
"LMEFFMAXRAT_NOM","Nennlichtausbeute (@ max. Lumen) (Nom)"
"OUTLEN","Länge"
"OCSO","Optionen für einstellbaren Ausgangsstrom"
"LITWID","Beleuchtete Breite"
"LMAIN14000","Restlichtstrom 14000h"
"CNTWRSTRP","Kontrollleitungs-Streifenlänge"
"LUMINTNODE","Lichtintensität (Spitzenwert) auf Strahlachse pro Knoten"
"EFFRANGMA","Maximale Effizienz"
"ENGCSTYR120","geschätzte Energiekosten/Jahr bei 120 V"
"AVEPWRCLO","Durchschnittlicher CLO-Stromverbrauch"
"LUMEFRGB","Anfängliche LED-Leuchtenlichtausbeute im RGB-Betrieb"
"SYSPOWCONS","System-Leistungsaufnahme"
